1492763261000[,,,,,,]沪指全天维持横盘态势，雄安概念股遭遇跌停潮，银行、券商发力支撑大盘，医疗板块受利好消息影响表现活跃，沪指涨0.03%，报收3173点；深成指跌0.43%，报收10314点；创业板跌0.62%，报收1839点。从盘面上看银行、非银金融、采掘、钢铁等板块涨幅居前；食品饮料、国防军工、建筑材料、建筑装饰、交通运输等板块跌幅居前。据羽时涨跌背离得出，需要警惕的5只股：002120.SZ韵达股份、002478.SZ常宝股份、600777.SH新潮能源、600383.SH金地集团、600188.SH兖州煤业；需要关注的5只股：600715.SH  文投控股、600666.SH奥瑞德、002859.SZ 洁美科技、600355.SH精伦电子、002857.SZ  三晖电气重点关注：600715.SH  文投控股、600666.SH奥瑞德
1489630547000[,,,,,,]$圣阳股份(SZ002580)$ 40家公司股东现券商身影 高送转个股更受青睐来源：大众证券报 编辑：东方财富网　　截至昨日，两市共有345家上市公司公布2016年年报，大众证券报和财信网记者统计发现，40家公司前十大流通股股东中出现券商的身影，其中券商新进16家，减持10家，增持5家，9家未有变动。　　10家公司遭券商减持　　统计显示，截至去年年末，券商持股占流通股比重最高的是东阳光科，长城、中信、华泰等3家券商共持有1.2亿股，占股票流通股比例的4.9%，由于华泰证券减持了20.61万股，总体而言，东阳光科去年末持股同比下降。　　冠城大通去年末被招商和中信两家券商持有5652.3万股，持股占比3.79%。奥瑞德、圣阳股份、齐星铁塔等8家公司的流通股在去年末被券商持有比例都超过3%。　　而10家公司遭券商不同程度的减持，其中城投控股遭申万宏源大幅减持3335.27万股，去年末仅持股2064.58万股，占比0.67%；华泰证券减持晨鸣纸业981.41万股，中金减持银禧科技891.18万股。　　增持5股 4股高送转分红　　从统计数据来看，去年获得券商增持的股票包括英唐智控、丽江旅游、奥瑞德、伟星新材和深天地A，其中英唐智控去年净利润大幅增长435.49%，并推出高送转预案每10股转增30股，太平洋证券增持461.26万股，持股达到2322.33万股，持股比例为3.7%。　　此外，奥瑞德同样推出了高送转预案每10股转增6股，华泰证券去年增持264.06万股，持股1909.14万股，持股占比为3.84%；丽江旅游的分红预案是每10股转3股派1元，伟星新材的分红预案是每10股转3股派6元，均有较为“优厚”的分红方案。　　新进16股业绩有增有亏　　有16只股票是券商去年新进个股，去年业绩大增的股票进入券商的视野。湖南黄金去年净利润增幅482.3%，华泰证券买入610.94万股；江特电机去年净利润增幅也超过400%，民生证券买入241.99万股。　　虽然有部分个股去年出现亏损，净利润大幅下滑，但仍然受到了券商的青睐。比如，国盛证券买入齐星铁塔1545.36万股，占流通股比例的3.71%。齐星铁塔去年末净利润亏损4842.51万元，同比下降524.76%，报告期内，南非金矿项目仲裁结果减少公司2016年度净利约1亿元，公司控股股东龙跃集团承诺无偿提供全额资金，替公司进行赔付。或许是看到齐星铁塔主业发展无碍且逐步企稳，国盛证券毫不犹豫进驻，成为其第一大股东，持股超过齐星集团。虽然今年以来齐星铁塔股价小幅下跌，但从2月24日以来，其股价不断拉升，涨幅已经超过15%。
1489583224000[,,,,,,]$奥瑞德(SH600666)$连续几个月量能如此大，一反常理，也是极端，一旦上攻坚决跟进，
1489582449000[,,,,,,]今日，沪指上涨0.08%，报收3241点；深成指上涨0.11%，报收10543点；创业板下跌0.01%，报收1957点。从盘面上看，家用电器、环保、航运、小金属等板块涨幅居前；种植业、西安自贸区、大飞机、人工智能等板块跌幅居前。据羽时炼金术涨跌背离得出需要警惕5只股票：002437.SZ  誉衡药业、600315.SH上海家化、600346.SH恒力股份、000908.SZ     景峰医药、600308.SH华泰股份；值得关注5只股：600383.SH金地集团、600666.SH奥瑞德、000620.SZ新华联、600165.SH新日恒力、002511.SZ中顺洁柔
1489470597000[,,,,,,]$奥瑞德(SH600666)$ 垃圾
1489280022000[,,,,,,]$奥瑞德(SH600666)$看看2017年2月28日的股东人数，比2016年9月30日多了两万！这什么意思？
1489160870000[,,,,,,]大势研判今日上证指数窄幅整理，小幅低开后围绕开盘价震荡运行，继续在30日均线处获得支撑，收报3212.76，跌幅0.12%，成交1737亿；深证指数今日收报10451.01，涨幅0.29%，成交2442亿；创业板指数今日收报1950.01，跌幅0.20%，成交742.8亿。    受到周末避险情绪的影响，大盘今日再度缩量横盘，上证指数近期多次试探3200点附近支撑的有效性，深证指数震荡收阳，创业板指走出上升三法，预示着创业板指后市大概率收阳。周线来看，上证指数和深证指数MACD多头量能增强，创业板指放量反弹，后市有走出共振的概率性，当下大势结构性震荡这一大格局基本不变。今日热点盘面上高送转、家用电器、氟化工、白色家电和其他电子板块涨幅居前，早盘云意电气强势封涨停板，带动高送转板块走强；天山股份再度大涨，新疆板块跟风反弹；盘中赣锋锂业一度活跃封涨停板，但锂电池板块资金分歧大跟风盘不强，赣锋锂业涨停板被砸开。跌幅榜上两桶油改革、钛白粉和草甘膦跌幅领先，市场热点相对匮乏，日线震荡整理但未放量，也未产生恐慌情绪，总体走势健康平稳。监管部门进一步加强监管，证监会堵制度套利漏洞，创业板定增将添加锁定期；证监会主要对三类企业进行IPO现场检查。监管从严长期来看有利于市场的健康发展，短期对于热衷炒作的游资也是一种震慑。个股关注沪深A股今日有31家涨停，1259家上涨，1496家下跌，其中涉及到企业收购利好刺激的洛阳玻璃一字板涨停；受云意电气龙头影响，高送转板块优博讯和新宏泽也强势涨停。大盘走势虽未大涨，但窄幅震荡盘整表明支撑明显，主力资金在等待进一步的机会上攻。前期一直关注的沱牌舍得（600702）今日回踩五日均线，RSI超买回调；航民股份（600987）进一步缩量盘整，收小十字星；安凯客车（000868）破30日线，进一步关注60日线的支撑，短期表现不是很强；奥瑞德（600666）进一步缩量盘整，后市持续关注。操作策略结构性震荡行情中考虑相对高低点来控制仓位，关注两会政策导向以及相关重大事件的落地，选取相对低位超卖区域以及支撑位操作，关键位置建仓风险报酬比相对合理，个股选取上重点关注主力资金流向，制定交易计划并持续跟进调整策略。
1489135893000[,,,,,,]【最受关注组合调仓】  a. 组合或组合主理人粉丝大于 2000  b. 组合最近一月收益跑赢沪深 300  1、  买入伊之密  2、  卖出厚普股份，买入花园生物   3、  卖出浙报传媒，买入奥瑞德  4、  卖出中ST兴化、ST烯碳，买入北特科技   5、  买入金亚科技  a. 组合近一个月收益跑赢沪深 300 指数且为正收益   1、   卖出秀强股份，买入工大高新   2、   卖出日机密封，买入镇海股份  3、  买入北特科技   4、  卖出万集科技，买入盐津铺子   5、  卖出蓝晓科技，买入ST天仪
1489127103000[,,,,,,]March 10, 2017  一、      1.1.         股东严重分散a.     依照东方财富网数据，600666在2月28日股东人数为7.63万（不知道这个股东数字的出处）。前十大股东持股3.86亿股，占比50.32%；其中有六个股东持有一定比例的限售股；第10名股东只持有800万股。其余一半的股份分散在其他7.6万个股东里，平均每个股东持股数5000股。 b.    前十大流通股东占股30.7%，最小的持股只有380万股，占比0.78%。 c.     基金持股中，最大的为华夏基金持股900万股，占比1.3%；最小的嘉实持股5万股，占比0.01%。 d.    股东严重分散 1.2.         资金流动a.     按照从2016年10月10日－2017年3月9日期间资金流动的情况，仅仅看资金流动的数字，主力净流入，超大单净流入，大单净流入，中单小单净流出。表面上可能是大资金流入吸筹或者主力资金对倒出货。流入量也的确有超过20亿。 b.    “股东分散”和“资金流向”出现矛盾。此种情况下，信息选择以“股东人数”为真信息；“资金流向”为假信息。对“资金流向”判“错”。因为资金流入可以作假, 操作手法为“大单买入成交，小单零散卖出”。看盘面分时走势，的确有这样的情况： 举例：3月9日上午11点成交360万股（1亿资金）；11：10点成交103万股（3000万资金），其后以小份额资金成交，几万股或者小几十万股；然后下午13:30成交88万股（2500万资金），15:00成交147万股（4000万资金）；其他时间都以小份额数量成交。散户在单一时间无法做到如此集中和共鸣。  二、如此分析看似在对倒出货。但由此引出另一个矛盾，谁在出货？这么分散的股权，通过何种方式，何种手段控盘出货？真有主力有能力聚集几万个零散账户？ 三、动机矛盾：2016年上半年大数额的减持（大宗交易减持10次，二级市场减持1次），减持金额29亿多，判断价格区间为30-34。在2016年上半年两市减持金额中排名第三。2016年股价没有大幅下挫，基本稳定。有大规模减持，就意味着有同样多数额的资金增持。如此分析主力当前是被套住的（假如有主力的话）。若此，上证指数在春节后上扬，“大股东”护盘的意愿和手段极为坚定和清晰。加之披露的年报利润和增长率都还非常不错，这段时间应该选择顺风涨，为何要对倒出货？到底是在二级市场上“散货”还是“筹资”？散货是谁在散货，通过什么手段，为何散货？筹资是谁在筹资，通过哪些账户，为何筹资？ 四、      真有可能是2014年初那波赚够了的资金选择在现在出货？这么有耐力和有韧性？ 五、      是我近几年碰到的最诡异的票，但既然碰上了，姑且跟踪之。 盘面太诡异，当前的信息也解释不了上述三个极为对立的矛盾。选择继续持仓根据主力资金“大买小卖”的特点，做低成本价。再观。
1489124180000[,,,,,,]$奥瑞德(SH600666)$准备和你说分手了
1489118759000[,,,,,,]     0310午评：好久不见。被关了两个月的  今天复牌了。又要开始炒股了，这两个月没怎么看盘，发现能够专心做本职工作的感觉也挺好，比边工作边炒股效率高多了。浙报复牌的时间选择比较尴尬，上证这几天已经开始慢慢走坏了，放出来开盘就萎了。浙报的主力还有很多资金在里面，后面还有机会，在观察看看有没有合适的机会重新介入吧。新介入  ，这个股票很有意思，目前底部盘整中，现在的筹码是非常非常集中的。不过近期的成交量比之前的高点，甚至15年大牛市的时候还要高的多，可能性最大的就是主力最近在建仓，后面会有行情，可以开始做中线了，后面大概率会有表现的。
1489115670000[,,,,,,]$奥瑞德(SH600666)$到底能怎么样
1489100570000[,,,,,,]$太极集团(SH600129)$上万家药店的桐君阁，加上西南药业的医药工业，总销售才60亿多，销售费用近20%的比例，管理费用近10%的比例，财务数据真实吗
1489070648000[,,,,,,]这股每次复盘都都直接亮瞎我的铝钛合金狗眼，而且股票代码还是666，大写的服。 
1489057133000[,,,,,,]大势研判今日上证指数深入调整，盘中低开低走，在30日均线处获得支撑，收报3216.75，跌幅0.74%，成交1992亿；深证指数今日收报10421.06，跌幅0.74%，成交2513亿；创业板指数今日收报1953.94，跌幅0.54%，成交774.4亿。从一小时级别上看，上证指数RSI背离，3200点附近支撑明显；深证指数在60小时线获得支撑，RSI超卖；短期来看创业板指的走势最强，有概率在未来领涨大盘，当下大势结构性震荡这一大格局基本不变。今日热点盘面上人工智能、摘帽、钛白粉、深圳国资改革和碳纤维板块涨幅居前，人工智能龙头赛为智能强势涨停，带动板块走强；深圳国企改革龙头深深宝A冲高回落，带动板块个股上涨；摘帽概念龙头工大高新冲板回落，个股跟风上扬。跌幅榜上海工装备、西藏和油品改革跌幅领先，市场热点匮乏，主力资金进一步观望，大盘虽深度回调但未放量，也未产生恐慌情绪，总体走势健康平稳。个股关注沪深A股今日有30家涨停，710家上涨，2122家下跌，其中国风塑业受到央行研究塑料钞票消息的影响强势涨停，广州发展继昨日跌停之后今天低开低走，大幅下跌。大盘深入回调的背景之下，虽大幅飘绿但也不失为一个理想的买点，适合介入的个股特征一般都是低位盘整站上均线系统，或者小幅突破前高后回调。前期一直关注的沱牌舍得（600702）继高位缩量收小十字星之后，继续小幅上扬，今日收盘涨1.29%，走势平稳；航民股份（600987）进一步缩量回踩，试探20日线的支撑；安凯客车（000868）收缩量小十字星，继续试探30日均线支撑；奥瑞德（600666）低开高走回补小缺口，前期低位放量，后期走势值得关注。操作策略两会行情期间大盘振幅较大，关注相对低位超卖区域以及支撑位，关键位置建仓风险报酬比相对合理，个股选取上重点关注两会的政策导向和主力调仓动作，制定交易计划并按计划稳步进行。
1489029262000[,,,,,,] 关注股权质押的股友注意啦，今天检测到3只发布公告的股票     ，公告当天买入，消化期内逢高卖出，消化期是120天。规律详情见下图
1488965003000[,,,,,,]$祁连山(SH600720)$ 整合的时间越来越近，思路或许就是祁连山和宁夏建材的水泥资产全部置出，然后卖壳或者置入集团其他优质资产。先让大股东接手这些水泥资产，后续再整合给天山股份完成西部水泥的腾飞，不过因为天山股份已经有个定增未完成，应该不会一起停牌，可以参考太极集团卖壳西南药业和桐君阁，成熟一家整合一家！ 
1488964430000[,,,,,,]大势研判今日上证指数窄幅震荡，盘中最大振幅仅15个点，收报3240.66，跌幅0.05%，成交1982亿；深证指数今日收报10498.31，跌幅0.51%，成交2575亿；创业板指数今日收报1964.63，跌幅0.67%，成交777.7亿。A股市场经历了前两日的上扬，前期利好消化之后迎来进一步的震荡整理，技术上，深证指数和创业板指日线RSI超买回调，市场缩量在等待后市更加明确的信号。随着“两会”相继召开，市场进入维稳阶段，根据历史的经验，两会期间市场大概率小幅盘整为主。短期小幅的盘整回调对于股市大格局影响不大，结构性震荡的背景下，优质个股的价值挖掘显得尤为重要。今日热点盘面上宁夏、中字头、农机、天津自贸区和燃气水务板块涨幅居前，央企改革龙头中国联通再度发力，带动中字头和国防军工板块强势反弹，太阳电缆涨停，天和防务一度涨停回落。跌幅榜上人工智能、广东自贸区和国产软件跌幅领先，昨日大涨的个股多数跌幅领先，市场热点缺乏有效的延续性，板块轮动速度快。个股关注沪深A股今日有29家涨停，861家上涨，1933家下跌，其中金海环境和广州发展跌停。大盘横盘整理的背景之下，多数个股表现平淡，等待进一步的确认信号。前期一直关注的沱牌舍得（600702）继连续放量上涨之后，高位缩量收小十字星，走势平稳；航民股份（600987）日线超买，缩量回踩十日线获得支撑；安凯客车（000868）缩量下行，试探30日均线支撑；奥瑞德（600666）长时间震荡整理，前期低位放量，后期走势值得关注。操作策略两会行情虽已启动，但大盘走势相对谨慎，以维持稳定为主，板块热点缺乏持续性，板块轮动速度过快，追高风险大，把握政策导向低位埋伏更加稳健。另一方面，目前上市公司年报开始密集披露，围绕年报的解读也可以有相应的布局，重点关注企业的困境反转。
