1492737527000[,,,,,,]4月21日早资讯笔记：影响今天市场重要资讯一、宏观资讯其中，中央级和地方级税收收入分别为15441亿元和17876亿元，按全面推开营改增试点后，中央与地方增值税收入划分过渡方案对去年执行数调整后的新口径计算，分别增长11.1%和12.4%。一季度税收收入增长较快，主要是因为与税收关联度较大的经济指标表现积极，特别是受PPI上涨较快带动。评论：希望哪一天税收增速比GDP增速慢，至少增速差不多才好，企业这刚有点起色，税收就先行了~ 【上交所：预计今年核发IPO500家 融资金额达3000亿】上交所发行上市中心执行经理顾斌公开表示，根据一季度发行速度测算，2017年将延续去年11月12月的高速发行节奏。预计2017年全年核发IPO数量达500家，全年IPO融资额达3000亿元。【上交所：IPO审核未通过原因集中在持续盈利能力不足】上交所发行上市中心执行经理顾斌公开表示，2016年IPO审核通过率较高，财务与会计问题是审核重点。其中，未通过原因主要集中在财务与会计、规范运行、信息披露等问题上，占IPO审核未通过的比重分别为41.65%、33%、20%。评论：领导又发话了，对目前次新股的炒作不是利好，建议暂时远离次新股 二、行业资讯中粮不久前已公开目标：至2018年，争取18家专业化公司全部混改，引入战投，实现上市发展。中粮资本正是这18家专业化公司之一，公司高管也曾透露“十三五”期间拟通过IPO或重组等方式择机上市。个股：中粮生化 过去12个月以来，生猪价格与高点相比降幅已接近两成。在长达一年半的时间维度上，当前价格已经跌破了去年10月16日每公斤15.43元的最低点，与一年半之前的价格基本持平。玉米价格和豆粕价格最近比较平稳，但由于猪价下跌，导致猪粮比价已经跌到了8.7：1了，创下一年半以来的最低纪录。个股：龙大肉食 该产量并超过分析师预估的8470万吨，加剧了投资者对铁矿石供应过剩的担忧。公司维持2017年铁矿石产量预估在3.6亿-3.8亿吨不变。评论：钢铁上游供给过剩，利好进口铁矿石比例较高的钢铁标的个股：包钢股份、方大特钢、柳钢股份、南钢股份 三、个股资讯和机会公司预计公司2017年一季度实现归属于上市公司股东的净利润与上年同期相比，将增长70%-80%（去年同期0.69亿，今年预计1.17-1.24）。公司表示，公司2017年一季度PPP业务利润的贡献对公司整体盈利带来较大幅度提升。公司2016年累计新承接业务量约377.51亿元，同比增长54.34%；其中单一施工合同模式153.7亿元，同比下滑8.5%，主要因公司主动控制传统模式订单承接；新签PPP合同共计223.8亿元，同比大幅增长192.4%。传统单一施工合同订单占比已由2015年的68.7%下降至2016年的40.7%。公司一季度公告中标（含预中标）PPP订单71亿元，较去年同期增长450%，趋势强劲，预计2017年公司PPP订单仍将实现快速增长，业务结构及客户结构都将得到进一步优化。值得关注，预测公司2016-2018年净利润分别为3.48/6.62/10.58亿元，目标价15元  公司2016年实现营业收入393,969,737.64元，同比增长22.49%；实现归属于上市公司股东的净利润52,812,653.25元，同比下降11.24%；基本每股收益0.83元/股。公司2016年度利润分配预案为：以80,000,000为基数，向全体股东每10股派发现金红利1.50元（含税），以资本公积金向全体股东每10股转增15股。 
1492737166000[,,,,,,]有重大消息的股票拟10转15派1.5元。　　拟10转10派1.5元。　　拟10转4，将向北方稀土提供稀土精矿。　　拟10转10派2。　　拟每10股派10.00元，目前股价16.14元。　　去年业绩扭亏，拟10转8派1元。　　2017年是“盈利之战”，乐视大屏将率先扭亏。　　募资120亿元投向主业，巩固全球水利水电龙头地位。　　中标13亿元PPP项目，占公司2015年营收的89.97%个股推荐$中科云网(SZ002306)$ ,$马应龙(SH600993)$ ,$天坛生物(SH600161)$ ,西藏天路(SH600326),广州港(SH601228) ,西部建设(SZ002302)注意仓位，近期有回调风险逢低轻仓操作上信息只供参考，提供思路，能者把握， 把握不了的建议多看少动，买卖自由 ，关注不等于买入，盲目操作者盈亏自负。市场回顾点评及策略盘面上看，早盘，两市小幅反弹之后震荡回落，再次陷入调整，尾盘股指止跌回升。截至收盘，沪指上涨0.04%，报收3172点；深成指上涨0.1%，报收10359点；创业板上涨0.27%，报收1850点。板块上，酿酒、医药、家电等防御性板块涨幅居前，雄安新区、京津冀、水泥建材、园林工程、债转股、黄金概念、页岩气、有色、环保等跌幅居前；技术上看，在遭遇四连阴破位下杀之后，沪指周四并未再创新低，尾盘反抽收阳，日K线终结四连阴，最终大盘以带有场下影的小阳线报收，走出双针探底的走势，有一定的止跌意味；从沪指30分钟看，指数今日继续在3140-3180点的矩形整理区间震荡运行，并且MACD红柱做多量能增加，并且k线运行到BOLL中轨下方，短期上方压力还是不小，指数或将继续在矩形区间维持震荡的走势；两市合计成交4649亿元，成交量较前一交易日有所萎缩，大盘后市反弹有待量能和热点的进一步配置，建议投资者继续密切留意市场的量能变化，酌情把握个股波段机会；我们认为，股指近期维持震荡的可能性居大，有业绩支撑的个股仍然可以继续持仓，也可以在被错杀的个股中寻找机会， 最后再说说我们一直跟踪的雄安板块，随着这几天的调整，再加上相当部分游资被闷杀，看空这个板块的已经越来越多!这确实是个好现象! 最担心是大家观点完全一致，完全一致反而不踏实！这是历史经验！
1492735940000[,,,,,,]个股利好：路通视讯年报拟10转15派1.5；兆驰股份年报拟10转15派0.25；中装建设年报拟10转10派2；同为股份年报拟10转10派1.5；美锦能源年报拟10转8派1；苏利股份年报拟10转5派6；宣亚国际年报拟10送5派5；汇金通年报拟10转5派1.65；康德莱年报拟10转5派1.5；南京银行年报拟10转4派2.6；包钢股份年报拟10转4 
1492415084000[,,,,,,]$包钢股份(SH600010)$ 这票最好操作了 大涨卖点 大跌补回来 大部分仓位持仓不动 今天内蒙古还稳起的
1492412283000[,,,,,,]$包钢股份(SH600010)$ 总能在最后一分钟......
1492393439000[,,,,,,]干货】内蒙古建区70周年概念股　　2017年5月1日，内蒙古将迎来自治区成立70周年大庆。李克强总理在作政府工作报告中专门讲到“组织好内蒙古自治区成立70周年庆祝活动”。作为联通中俄蒙的西部重镇，内蒙古有望迎来区域发展和一带一路相关政策的春风。相关概念股一览：蒙草生态：环保PPP项目加速，业绩爆发可期生物股份：动物疫苗龙头，产品上市放量业绩增厚金河生物：玉米供给侧改革，深加工受益;布局动物疫苗包钢股份：受益钢铁供给侧改革和混合所有制改革鄂尔多斯：硅铁行业龙头，受益硅铁、硅锰价格大涨，业绩有望持续改善北方稀土：受益稀土价格上涨北方创业：兵器集团下属内蒙一机集团上市平台，获注装甲车辆和火炮等军品核心资产，军品业务高速增长，民品业务获铁总2.8亿铁路货车合同兰太实业：中盐集团唯一上市平台，受益盐业市场化体制改革加快推进北方股份：矿用车龙头，兵工集团下属北重集团的唯一上市平台，“大集团，小公司”内蒙华电：地区电力龙头，电改有利于盈利能力改善
1492344604000[,,,,,,]   1， 赔钱的部位绝不加码，也不摊平；2， 开始操作或加码后，绝对要同时设置停损；3， 除非是朝操作所要的方向，否则绝不移动或取消停损；4， 绝不让合理的小损失演变成一发不可收拾的大损失，情况不对，立即退场；5， 一笔操作不要让自己亏掉操作资金的10%；6， 别去抓头部与底部，让市场自己去证明；7， 别挡在列车前面，如果市场朝某个方向爆炸性发展，千万别逆市操作；8， 保持弹性，任何事物都可能偶尔出错，亚当理论也一样；9， 操作不顺时，缩手休息，等头脑清醒下来再说；10，自己问自己，全身里外是不是真的想从市场中赚一笔钱，认清自己。
1492339451000[,,,,,,]【干货】内蒙古建区70周年概念股    　　2017年5月1日，内蒙古将迎来自治区成立70周年大庆。李克强总理在作政府工作报告中专门讲到“组织好内蒙古自治区成立70周年庆祝活动”。作为联通中俄蒙的西部重镇，内蒙古有望迎来区域发展和一带一路相关政策的春风。相关概念股一览：蒙草生态：环保PPP项目加速，业绩爆发可期生物股份：动物疫苗龙头，产品上市放量业绩增厚金河生物：玉米供给侧改革，深加工受益;布局动物疫苗包钢股份：受益钢铁供给侧改革和混合所有制改革鄂尔多斯：硅铁行业龙头，受益硅铁、硅锰价格大涨，业绩有望持续改善北方稀土：受益稀土价格上涨北方创业：兵器集团下属内蒙一机集团上市平台，获注装甲车辆和火炮等军品核心资产，军品业务高速增长，民品业务获铁总2.8亿铁路货车合同兰太实业：中盐集团唯一上市平台，受益盐业市场化体制改革加快推进北方股份：矿用车龙头，兵工集团下属北重集团的唯一上市平台，“大集团，小公司”内蒙华电：地区电力龙头，电改有利于盈利能力改善
1492331404000[,,,,,,]各位朋友大家周末好，周五收评老师为大家重点分析了内蒙古板块可能带来的投资机会，参考内蒙政府工作报告、十三五规划，羊绒、电力能源、稀土矿藏、生态环境将是内蒙古五大特色且受政策重点扶持的产业，建议重点关注:鄂尔多斯、北方稀土、蒙草生态、内蒙华电、包钢股份。具体操作策略可以来关注老师本雪球号私信我。不过鉴于这些个股短期涨幅较大，多数都有向下修复指标的要求，建议有兴趣的朋友可以将这些个股先放入股票池，等待回调之后，再选择买点介入。今天老师要为大家讲解，股市中财富流动的基本规律，看懂了这个规律，相信大家也就掌握了股市获利的最基本法则。股市中的巨大的财富总是首先在低处累积。在股市中，和大海一样，总是地势低才具有吸引力，才能吸引主力的目光，主力会在大盘大跌时把大量的资金投入到跌幅较大且地势和股价相对较低的股票中进行建仓，建仓越多积蓄的能量越大，未来的爆发力越大。这类股票有一个共同的特征：如：天赐材料（002709）首先，在暴跌之前筹码呈单密集峰状态，越集中越窄越好，说明这个时候几乎是散户持股，主力已全身而退，没有主力的股票往往不抗跌，一旦大盘回调总是一泻千里，直线下跌，这样的股票即使有主力也是弱势主力，否则也不会深跌。案例：天赐材料（2016年7月）▽其次，跌幅在30%以上最好，跌幅越深说明前期已无主力或主力实力很小，如果前期有相对较强的主力后期新的主力就很难建仓，所谓一山不容而虎，二虎相斗两败俱伤，后期也很难强势拉升，散户也因此跟着遭殃。之后，跌到最低点时所有持有该股的人几乎全线套牢，可谓全军覆没，最低点的那一天获利比例不超过10%，越低越好，越低说明前期主力出货越彻底。（12月12日、12月13日获利比例分别为：0%、2.4%、）案例：天赐材料（2016年12月）▽再则，这样的股票新的主力最容易参与。这样的股票几乎是是散户持股，主力很容易拿到筹码，因为散户是最怕死的、也是最容易割肉的、更是最没耐心又熬不住的。再之后，当所有的散户几乎全部割肉之时（上方密集峰全部消失）就是该股即将拉升之日。这样的股票一旦启动一般爆发力比较强。最后，当主力吸筹完毕，获利比例达到90%以上，放量拉升时我们即可买入。每日一讲欢迎订阅老师本雪球号！    
1492261352000[,,,,,,]如果追求快收益可以关注 
1492163408000[,,,,,,]风雷的看官们、同学们，不要每天只看涨停板，将你看涨停的心得分享在评论中，让更多朋友看到您的智慧，分享更是一种美德。风雷大盘综述：各位看官，热点熄火，市场立马愁云惨淡，乌云盖顶。对待今天的市场其实只能有短线思维，所以，每次新华网的舆论杀伤力是最大的。一旦进入市场，观察政策的风向标何其重要。政策只要给三天机会就能套利5%，这就是板学。 从今天涨停板运动轨迹来看，涨停板从先前的雄安概念霸屏到现在的惨淡，整体市场情绪不高。那么我们要认真观察一下，雄安的资金是真出还是假出。从风雷的观察角度来讲，雄安最多拥有的是老A，还有若干公募等机构，这些人真出了吗？换句话说，这种下跌，是清盘式下跌，还是洗盘式下跌？ 为什么呢？因为龙头不开板，买不到。边角料只能是做隔日板，而且雄安第一天基本没有任何机会，全部是老A封板，大V做的一般是二板后的行情，仓位与盈利都是不高的。这样的情绪，大家一直在盼跌，只有跌了，才有重仓的机会，不然总是买在山顶上不舒服。国家调控，正合市场之意，大家都等第二波的开始呢。所以稍有异动一定跟风，市场在回调后，大家的仓位情绪只能更重，后面是可期的。而且幅度会超过前面这六个板。希望早点放出来那九个龙头。 雄安哭泣，恰似雨润梨花，风戏海棠，让板学投资者，越看越喜爱。中国有句老话，起家恰如针挑土，败家好比浪淘沙。各位投资爱好者，风雷深知此处痛苦， 股票在实体之先，会为您指明创业的方向，想干活、包工程的，开店的，现在往哪里去，那就是雄安，现在调控是又打又拉的政策智慧。初生小儿，当爸妈的哪里会真打，巴掌抬起，也只是吓唬你。二十年来，才生了这么个龙种，什么好东西不紧着他用。怕什么！ 这两天消息比较多。指数的表征来看，目前新热点的承接是重点。人气是第一位的，不太可能崩溃下跌，重点要借回调买雄安。 指数今天吐泄，几个原因：1、 朝核明天要试验，半岛紧张；2、地缘政治紧张，老美昨晚下挫，今天停牌；3、雄安调控作用突显。风雷板块研究：粤港澳上次讲课都说了，周五结束，今天塔牌进肉，整个板块资金松动，承接了雄安的第一资金回调，让下跌迟滞了一下。对雄安板块非常感兴趣，人弃我娶。 风雷交易心得： 今天无交易，重点在观察，下周雄安要有机会我就上了。 风雷龙头研究：公司对河北银行持股比例将增至11.12%。河北银行成立于1996年,是全国首批五家城市合作银行试点之一,是目前河北省成立最早、规模最大的城市商业银行。2012年7月,河北银行成为河北省纳入省级管理的唯一一家地方法人银行。目前,河北银行无控股股东及实际控制人,其单一大股东为国电电力(600795),持股比例为19.02%。截至2015年8月末,河北银行资产总计2112.66亿元,股东权益合计122.23亿元;其2014年度实现营业收入59.63亿元,净利润分别为17.77亿元。 14：28，大衰竭区烂板。一季度业绩增加15倍。 10：18.这个是炒的蒙古70年大庆，以前西藏和新疆大庆的时候，普天同庆，不断给他们政策，所以后来就疯了，不过那是2015年，蒙古这地了就是羊煤土气，关注一下鄂尔多斯、北方稀土、蒙草生态、内蒙华电、包钢股份、兰太实业。 肉质品龙头，风雷不碰。这种。杀业太重。 实控人有重组意向。29亿收购富达诚。从此成为华为与苹果供货商。
1492161139000[,,,,,,]  投资要点        1.从西藏50  周年及新疆60  周年大庆深度复盘看自治区大庆投资机会。        1）主题持续性及超额收益：2015  年新疆自治区50  周年，西藏自治区60周年后，伴随政策不断落地，新疆、西藏主题超额收益时间分别达到3  个月和4  个月，其中，新疆主题3  个月超额收益约为12%，年化超额收益近60%；西藏主题，4  个月内超额收益约为36%，年化超额收益约240%。        2）主题扩散性：区域内所有标的“雨露均沾”而非“独宠一人”。我们统计，所有34  只新疆标的中，3  个月超额收益胜率可达70%，在所有符合条件的10  只西藏标的中，近4  个月超额收益胜率可达85%。        3）主题爆发时点：大庆前20  日左右是最佳买点。新疆和西藏组合分别在庆典前3  周和2  周左右出现拐点，并且随着庆典结束，后续政策不断催化兑现，主题超额收益明显加速，持续期分别可达3  个月和4  个月。目前时点恰离内蒙古自治区70  周年大庆约20  日，正是布局内蒙70  年大庆主题的最佳时机。        4）龙头股规律：区域独家特色且政策支持力度大的细分将是龙头。新疆是丝绸之路明珠，与之相关的钢铁、建筑、建材领涨；西藏：总理座谈会三大重点，基建、生态、采掘领涨。        2.中期逻辑下的内蒙古主题：        1）策略视角：区域政策主题是二季度主线，精髓在于提前布局和股价相对底部，本质在于价值龙头与区域主题的高度契合，以及政治周期19  大前进入落地期；        2）内蒙古是五大自治区中最先成立的共和国长子，也是一带一路北上关键支点；        3）边疆扶贫是习核心首要任务之一，习总上任不久新春即首次调研内蒙；4）内蒙2017  基建投资将是大年，计划固定资产投资1.7  万亿超过新疆1.5万亿规模。        3.未来一个月内蒙古主题有望迎来密集催化：1）参考新疆、西藏，预计4月20  日左右新闻联播等官媒换开始密集专题报道；2）4  月23  日，内蒙古自治区正式成立日；3）5  月1  日，内蒙古自治政府70  周年纪念日，李克强政府工作报告明确要“组织好内蒙古自治区成立70  周年庆祝活动。        4.投资建议：关注区域独家特色产业，掘金“羊煤土气”龙头组合。参考内蒙政府工作报告、十三五规划，我们认为，羊绒、电力能源、稀土矿藏、生态环境将是内蒙古五大特色且受政策重点扶持的产业，建议重点关注：鄂尔多斯，北方稀土，蒙草生态，内蒙华电，包钢股份，兰太实业。 ：  
1492159954000[,,,,,,]雄安、粤港澳熄火！内蒙将是下一个“炒地图”爆发点？内蒙内蒙：区域政策主题在与价值龙头板块高重复性及19大政治周期下，或成为市场主线。当前时间点，雄安主题停牌分化、粤港澳高位之下，下一个高确定性的“炒地图”爆发点或在内蒙。今年5月1日，中国将迎来内蒙古自治区70周年庆典，应高度关注其爆发的可能性。进入四月，雄安新区横空出世引爆市场区域主题热情，随后粤港澳大湾区落地“接棒”，“炒地图”行情成为市场主线。“区域政策主题在与价值龙头板块高重复性及19大政治周期下，或成为市场主线”。然而，“炒地图”的精髓在于左侧低位布局确定性。当前时间点，雄安主题停牌分化、粤港澳高位之下，谁将是接棒雄安、粤港澳的下一个高确定性“炒地图”爆发点？2015年9月西藏自治区50周年庆，10月新疆自治区60周年庆。在此期间内，伴随着相关政策红利催化，西藏、新疆概念股均有非常可观的超额收益——持续时间长，超额收益高。而今年5月1日，我国又要迎来内蒙古自治区70周年庆典，内蒙优惠政策推出或可期。在当前区域主题成为市场主线之下，应高度关注其爆发的可能性。看好内蒙的主要理由有，内蒙古作为国家向北开放的最主要门户，基建投资始终维持较高增速水平；内蒙古已经形成较为完善的参与“一带一路”战略的良好基础；全球独特的资源禀赋，全国重要能源基地，未来或受益京津制造业迁移；内蒙2017基建投资将是大年，计划固定资产投资1.7万亿超过新疆1.5万亿规模。在“未来一个月内蒙古主题有望迎来密集催化”的观点之下，关注区域独家特色产业，掘金“羊煤土气”龙头组合。参考内蒙古自治区政府工作报告、十三五规划，我们认为，羊绒、电力能源、稀土矿藏、生态环境将是内蒙古五大特色且受政策重点扶持的产业，关注：鄂尔多斯、北方稀土、蒙草生态、内蒙华电、包钢股份、兰太实业。
1492158328000[,,,,,,]$包钢股份(SH600010)$ 这波应该能到3.5
1492153964000[,,,,,,]$包钢股份(SH600010)$ 这股原来没稀土概念的，披着外衣的啊，只有内蒙概念！
1492151585000[,,,,,,]风来了。
1492145782000[,,,,,,]$包钢股份(SH600010)$让我意淫下，能上4块吗
1492145016000[,,,,,,]热点板块　　内蒙古自贸区成立70周年时间点临近，早盘内蒙古概念闻风而动，鄂尔多斯涨停，赤峰黄金涨逾7%，蒙草生态涨逾5%，内蒙华电，兴业矿业涨逾4%，北方股份，包钢股份涨逾3%，君正集团，华资实业涨逾2%。　　美朝关系紧张，今日国防军工板块涨幅居前，秦川机床涨逾6%，星网宇达涨逾5%，远东传动，中船科技，北化股份涨逾4%，天和防务涨逾3%，雷科防务涨逾2%。　　避险情绪升温，黄金板块大幅反弹，赤峰黄金涨逾6%，西部黄金涨逾4%，湖南黄金涨逾3%，中金黄金，金贵银业，恒邦股份涨逾2%。　　跌幅榜上，粤港澳，深圳国企改革，福建等板块跌幅居前。
1492141725000[,,,,,,]$包钢股份(SH600010)$ bye bye了，我还以为炒的是稀土，没想到炒的内蒙古概念啊。我日，炒地图的。。。
1492141052000[,,,,,,]周三淘金早餐推荐的中金黄金、赤峰黄金，完美领涨，北方稀土、包钢股份处于中阳线，在大盘这个持续震荡的过程中，周三淘金早餐的4支票全部收阳，殊为不易。
1492145016000[,,,,,,]热点板块　　内蒙古自贸区成立70周年时间点临近，早盘内蒙古概念闻风而动，鄂尔多斯涨停，赤峰黄金涨逾7%，蒙草生态涨逾5%，内蒙华电，兴业矿业涨逾4%，北方股份，包钢股份涨逾3%，君正集团，华资实业涨逾2%。　　美朝关系紧张，今日国防军工板块涨幅居前，秦川机床涨逾6%，星网宇达涨逾5%，远东传动，中船科技，北化股份涨逾4%，天和防务涨逾3%，雷科防务涨逾2%。　　避险情绪升温，黄金板块大幅反弹，赤峰黄金涨逾6%，西部黄金涨逾4%，湖南黄金涨逾3%，中金黄金，金贵银业，恒邦股份涨逾2%。　　跌幅榜上，粤港澳，深圳国企改革，福建等板块跌幅居前。
1492141725000[,,,,,,]$包钢股份(SH600010)$ bye bye了，我还以为炒的是稀土，没想到炒的内蒙古概念啊。我日，炒地图的。。。
1492141052000[,,,,,,]周三淘金早餐推荐的中金黄金、赤峰黄金，完美领涨，北方稀土、包钢股份处于中阳线，在大盘这个持续震荡的过程中，周三淘金早餐的4支票全部收阳，殊为不易。
1492139167000[,,,,,,]2015年新疆自治区50周年，西藏自治区60周年后，伴随政策不断落地，，其中，，年化超额收益近60%；西藏主题，，年化超额收益约240%。2017年5月份，迎来内蒙古70周年庆典日，这个庆典被写入了2017年的政府工作报告，可以预期一如既往，内蒙将迎来密集的政策利好期。从盘面观察，内蒙板块已经提前走强，我们预测，炒地图即将进入内蒙模式。相关概念股如下：（主营：羊绒，全球最大；硅铁、硅锰，内蒙的名片企业）2）（主营：稀土，全球最大，战略资源）3）主营：金属钠，全球最大，中盐唯一上市公司，混改核心标的（内蒙首家上市公司，区域煤电龙头）5）（内蒙国改标杆企业）6）（草原生态修复全国领军企业，主席曾重点调研）
1492137008000[,,,,,,]$包钢股份(SH600010)$ 4月14日10:30入选#短线黑马#策略，推送时涨幅2.86%，成交量放量，均线呈多头排列进攻形态。关注此策略即可收到最新消息推送，请在 App 内点击查看 https://xueqiu.com/strategy/29
1492136565000[,,,,,,]内蒙古板块个股拉升投资关注：：蒙草生态，包钢股份，内蒙华电投资逻辑：内蒙古望成炒地图接棒热点 
1492133956000[,,,,,,]$包钢股份(SH600010)$什么情况
1492084526000[,,,,,,]   周三沪深两市小幅度低开后维持震荡弱势格局，沪指跌破5日均线，创业板指反弹乏力未能翻红，临近尾盘，两市加速跳水，雄安新区个股出现跌停潮，截止收盘，沪指跌0.32%，创业板跌近1%，成交量同比前一交易日缩量。从板块上来看，粤港澳、电力、证券等板块概念居涨幅榜前列，海外工程、雄安新区、环境保护等概念板块居跌幅榜前列。值得注意的是，在前期市场风光无限的雄安新区板块出现大面积调整时，粤港澳大湾区概念异军突起成功接力，成为昨日带动指数见底反弹的关键因素，港口航运以及房地产板块成为市场上资金追捧的对象，珠海港、格力地产、珠江实业等大量个股陆续封死涨停。    回顾市场，昨日的最大热点当属粤港澳大湾区概念成功接力雄安概念成为市场的新龙头，关于粤港澳大湾区的投资机会，从整个市场的表现还是弱于雄安概念的，且和雄安新区的投资逻辑不同，我们认为粤港澳大湾区经济将遵循由点带面的发展逻辑，遵循由易及难的投资逻辑，而具体的投资机会我们认为有四种：1）核心城市及周边价值提升。整个大湾区的统一市场的形成需要核心城市的带动，需要核心城市先带动周边发展到一定阶段2）自贸区之间的互动：深圳前海自贸区、广州南沙自贸区、珠海横琴自贸区3）内地城市间的市场分工。政府未来要出政策很有可能是诸如行政区域重划、基建投资升级、高铁建设加速、港口布局分工等，让每个城市找到自己的定位。 3）粤港澳的统一市场价值。香港的法制、教育、人才资源可为深圳的科技、创新提供大量支持，澳门也在积极实施产业转型，港珠澳大桥通车对于三地融合非常有利，未来可能推进类似CEPA的升级版来促进粤港澳融合。当前市场的走势已经分化加剧，前期市场最大的热门题材雄安概念以及出现大幅度调整，市场表现可谓冰火两重天，我们建议广大投资者切莫追高，可以深度发掘回调途中的价值潜力股。操作上，轻大盘重个股，控制好整体仓位，挖掘有政策扶持、有业绩的优质品种，继续关注粤港澳大湾区概念、国企改革、一带一路等主题及优质成长股。内蒙古自治区将在5月1日迎来成立70周年大庆。在2017年全国两会的政府工作报告中明确要求要组织好内蒙古自治区成立70周年庆祝活动，这在多年来属首次。根据自治区政府工作报告，2017年目标完成固定资产投资1.7万亿元以上(增长12%)，其中基础设施投资3000亿元。内蒙古是我国五大省级自治区中唯一人均GDP超过全国平均水平的省区，具备相对较强的经济与财政实力，对于吸引包括社会资本在内的投资从而顺利完成年度目标较为有利。研究机构指出，稀土、农牧业及蒙医药等特色产业迎来发展机遇。内蒙古包头拥有我国大部分稀土资源。此外，内蒙古还将发展现代农牧业，促使传统农牧业转型升级。蒙中医药方面，将制定行业标准，打造相关医疗服务体系，发展养生保健服务。相关上市公司包括：等。以“我国大气污染成因与控制”为主题的第S33次香山科学会议学术讨论会近日在北京召开。会议围绕大气重污染特征与物理化学机制、污染与边界层气象及其耦合机制和多污染物协同防控途径与成效等中心议题进行了深入讨论。科技部部长万钢表示，下一步要把大气污染防治研究和循环污染治理作为“科技创新2030—京津冀环境综合治理重大工程”重要内容，以科研成果指导工程建设，为打好蓝天保卫战发挥科技创新引领和支撑作用。机构研报认为，在各方推动下，京津冀地区联防联控具体实施细则今年有望出台，激发生态环境监测网络的建设需求。此外，京津冀治霾将进入工业源的精细化治理的新阶段，按投资额占营收的1%比例测算，京津冀地区非电行业在线监测市场潜力为200亿元。相关上市公司包括：等。金路集团发布2017年第一季度业绩预告，经财务部门初步测算，预计公司实现归属于上市公司股东的净利润为：约2600万元至2660万元，比上年同期增长：1755.42%-1798.24%。上年同期归属于上市公司股东的净利润：140.13万元。公司表示报告期，公司主导产品PVC树脂及烧碱销售价格同比上升，使得公司较去年同期相比利润增加。*ST油工晚间公告，公司二级子公司中国石油工程建设有限公司4月11日与俄罗斯NIPIgas公司签署了俄罗斯阿穆尔天然气处理厂非专利设备标段EPC总承包合同。合同金额为25.2亿美元，合同履行期限为2017年4月到2024年10月。
1492080986000[,,,,,,]2017年5月1日，内蒙古将迎来自治区成立70周年大庆。李克强总理在作政府工作报告中专门讲到“组织好内蒙古自治区成立70周年庆祝活动”。作为联通中俄蒙的西部重镇，内蒙古有望迎来区域发展和一带一路相关政策的春风。   相关股票：   公司对主要从内蒙古草原、荒漠引种，立足于我国干旱半干旱地区生态环境现状。环保PPP项目加速，业绩可期。   公司地处内蒙古，动物疫苗龙头，产品上市放量后业绩增加 。   公司是内蒙古一家主要从事药物饲料添加剂的生产和销售的企业，受益玉米供给侧改革，受益深加工。  公司是我国西部地区最大的钢铁类上市公司,主要生产、销售黑色金属、钢铁制品及其压延加工产品.受益于供给侧改革步伐加快。   公司是内蒙古地区公司是一家主要经营服装产业和能源化工产业的公司，是硅铁行业龙头，受益硅铁、硅锰价格大涨。   公司是内蒙古高新技术企业，将受益于国企改革加速推进。   内蒙古兰太实业股份有限公司,主要生产和销售加碘食用盐,是中盐集团唯一上市平台，受益盐业市场化体制改革加快推进。   公司是内蒙古第一家电力上市公司,公司所产电力除满足本地区需求以外,还供应京津唐地区，是地区电力龙头，受益于电改。 风险提示：上述个股仅供参考，不构成投资建议，据此买入风险自负。
1492074601000[,,,,,,]　　市场在前高位置反复震荡，盘面上雄安概念股引人瞩目，大湾区概念后来居上，炒地图行情蔓延。今日午后，有关雄安将组建金融系统的消息一出，牛鬼蛇神相关不相关的个股都有拉升就是这种情绪的一种展现。　　在这样的背景下，我们认为有必要对下一个地域性的市场机会做一个判断。　　雄安概念的炒作实际上和今年的炒作主题，一带一路、基建、供给侧实际上是一脉相承的。所以河钢股份、冀东水泥等个股才能获得市场活跃资金的高度认可。那么如果说有下一个地方性的投资机会，这个地域的相关个股和基建、供给侧的这种主题一定也非常契合。　　更为重要的是，今年有非常好的主题性契机，今年5月1日是内蒙古自治区成立 70 周年，李克强总理在作政府工作报告中专门讲到“组织好内蒙古自治区成立 70 周年庆祝活动”。在4月接下来的日子里，一旦有相关的政策面消息，相关个股很可能闻风而起。　　这种炒作都是在A股历史上有迹可循的，2015年西藏成立50周年庆和新疆成立60周年庆之后，西藏、新疆板块相对于沪深300超额收益。2015年9月1日西藏成立50周年庆，西藏振兴指数3个月后领先沪深 300 指数 20.71%；2015年10月1日新疆成立60周年庆，新疆区域振兴指数3个月后领先沪深300指数5.47%。在当前布局内蒙古自治区70周年的相关概念股，性价比相当高。　　在具体标的的选择上，我们认为要把握当前市场的主线。主要关注一带一路、国企改革相关机会。内蒙古个股中，资源股众多。煤炭板块涉及到供给侧改革概念，需要重视。而除此之外，伊利股份作为奶业龙头股，今年在消费品行情中涨幅还不算大，可能会有补涨。国际金价的上涨也会刺激黄金板块的活跃。　　          欢迎关注原创订阅号：微操盘 weicaopan88****1&idx=1&sn=210ef23fc73fcb5475b3a94385d2bc75&chksm=8bd71689bca09f9f1c5b1bd3ffd3a0471ed37582f138b15534dd89d90bdc4e150277764f87ea#rd
