"No.","Time","Source","Destination","Protocol","Length","Info"
"285","360.443860","192.168.31.1","239.255.255.250","SSDP","416","NOTIFY * HTTP/1.1 "
"286","390.047752","192.168.31.1","239.255.255.250","SSDP","416","NOTIFY * HTTP/1.1 "
"287","390.047753","192.168.31.1","239.255.255.250","SSDP","488","NOTIFY * HTTP/1.1 "
"288","390.047754","192.168.31.1","239.255.255.250","SSDP","425","NOTIFY * HTTP/1.1 "
"289","390.047755","192.168.31.1","239.255.255.250","SSDP","484","NOTIFY * HTTP/1.1 "
"290","390.047755","192.168.31.1","239.255.255.250","SSDP","425","NOTIFY * HTTP/1.1 "
"291","390.158522","192.168.31.1","239.255.255.250","SSDP","464","NOTIFY * HTTP/1.1 "
"292","390.158523","192.168.31.1","239.255.255.250","SSDP","425","NOTIFY * HTTP/1.1 "
"293","390.158523","192.168.31.1","239.255.255.250","SSDP","496","NOTIFY * HTTP/1.1 "
"294","390.158525","192.168.31.1","239.255.255.250","SSDP","478","NOTIFY * HTTP/1.1 "
"295","390.158526","192.168.31.1","239.255.255.250","SSDP","480","NOTIFY * HTTP/1.1 "
"296","390.309406","192.168.31.1","239.255.255.250","SSDP","480","NOTIFY * HTTP/1.1 "
"297","390.309407","192.168.31.1","239.255.255.250","SSDP","480","NOTIFY * HTTP/1.1 "
"298","390.309407","192.168.31.1","239.255.255.250","SSDP","480","NOTIFY * HTTP/1.1 "
"299","390.309407","192.168.31.1","239.255.255.250","SSDP","478","NOTIFY * HTTP/1.1 "
"300","390.309408","192.168.31.1","239.255.255.250","SSDP","496","NOTIFY * HTTP/1.1 "
"301","390.309408","192.168.31.1","239.255.255.250","SSDP","425","NOTIFY * HTTP/1.1 "
"302","390.338416","192.168.31.1","239.255.255.250","SSDP","464","NOTIFY * HTTP/1.1 "
"303","390.338417","192.168.31.1","239.255.255.250","SSDP","425","NOTIFY * HTTP/1.1 "
"304","390.338418","192.168.31.1","239.255.255.250","SSDP","484","NOTIFY * HTTP/1.1 "
"305","390.338419","192.168.31.1","239.255.255.250","SSDP","425","NOTIFY * HTTP/1.1 "
"306","390.481064","192.168.31.1","239.255.255.250","SSDP","488","NOTIFY * HTTP/1.1 "
"307","390.481065","192.168.31.1","239.255.255.250","SSDP","416","NOTIFY * HTTP/1.1 "
"308","420.023111","192.168.31.1","239.255.255.250","SSDP","416","NOTIFY * HTTP/1.1 "
"309","420.023112","192.168.31.1","239.255.255.250","SSDP","488","NOTIFY * HTTP/1.1 "
"310","420.023112","192.168.31.1","239.255.255.250","SSDP","425","NOTIFY * HTTP/1.1 "
"311","420.023113","192.168.31.1","239.255.255.250","SSDP","484","NOTIFY * HTTP/1.1 "
"312","420.023113","192.168.31.1","239.255.255.250","SSDP","425","NOTIFY * HTTP/1.1 "
"313","420.153852","192.168.31.1","239.255.255.250","SSDP","464","NOTIFY * HTTP/1.1 "
"314","420.153853","192.168.31.1","239.255.255.250","SSDP","425","NOTIFY * HTTP/1.1 "
"315","420.153854","192.168.31.1","239.255.255.250","SSDP","478","NOTIFY * HTTP/1.1 "
"316","420.153854","192.168.31.1","239.255.255.250","SSDP","480","NOTIFY * HTTP/1.1 "
"317","420.240908","192.168.31.1","239.255.255.250","SSDP","480","NOTIFY * HTTP/1.1 "
"318","420.240909","192.168.31.1","239.255.255.250","SSDP","480","NOTIFY * HTTP/1.1 "
"319","420.240909","192.168.31.1","239.255.255.250","SSDP","480","NOTIFY * HTTP/1.1 "
"320","420.240910","192.168.31.1","239.255.255.250","SSDP","478","NOTIFY * HTTP/1.1 "
"321","420.240911","192.168.31.1","239.255.255.250","SSDP","496","NOTIFY * HTTP/1.1 "
"322","420.333255","192.168.31.1","239.255.255.250","SSDP","425","NOTIFY * HTTP/1.1 "
"323","420.333256","192.168.31.1","239.255.255.250","SSDP","464","NOTIFY * HTTP/1.1 "
"324","420.333257","192.168.31.1","239.255.255.250","SSDP","425","NOTIFY * HTTP/1.1 "
"325","420.333257","192.168.31.1","239.255.255.250","SSDP","484","NOTIFY * HTTP/1.1 "
"326","420.333257","192.168.31.1","239.255.255.250","SSDP","425","NOTIFY * HTTP/1.1 "
"327","420.456621","192.168.31.1","239.255.255.250","SSDP","488","NOTIFY * HTTP/1.1 "
"328","420.456622","192.168.31.1","239.255.255.250","SSDP","416","NOTIFY * HTTP/1.1 "
"329","450.025303","192.168.31.1","239.255.255.250","SSDP","416","NOTIFY * HTTP/1.1 "
"330","450.025303","192.168.31.1","239.255.255.250","SSDP","488","NOTIFY * HTTP/1.1 "
"331","450.025304","192.168.31.1","239.255.255.250","SSDP","425","NOTIFY * HTTP/1.1 "
"332","450.025304","192.168.31.1","239.255.255.250","SSDP","484","NOTIFY * HTTP/1.1 "
"333","450.200934","192.168.31.1","239.255.255.250","SSDP","425","NOTIFY * HTTP/1.1 "
"334","450.200935","192.168.31.1","239.255.255.250","SSDP","464","NOTIFY * HTTP/1.1 "
"335","450.200935","192.168.31.1","239.255.255.250","SSDP","425","NOTIFY * HTTP/1.1 "
"336","450.200935","192.168.31.1","239.255.255.250","SSDP","496","NOTIFY * HTTP/1.1 "
"337","450.200936","192.168.31.1","239.255.255.250","SSDP","478","NOTIFY * HTTP/1.1 "
"338","450.248716","192.168.31.1","239.255.255.250","SSDP","480","NOTIFY * HTTP/1.1 "
"339","450.248716","192.168.31.1","239.255.255.250","SSDP","480","NOTIFY * HTTP/1.1 "
"340","450.248717","192.168.31.1","239.255.255.250","SSDP","480","NOTIFY * HTTP/1.1 "
"341","450.248717","192.168.31.1","239.255.255.250","SSDP","480","NOTIFY * HTTP/1.1 "
"342","450.248717","192.168.31.1","239.255.255.250","SSDP","478","NOTIFY * HTTP/1.1 "
"343","450.410357","192.168.31.1","239.255.255.250","SSDP","496","NOTIFY * HTTP/1.1 "
"344","450.410357","192.168.31.1","239.255.255.250","SSDP","425","NOTIFY * HTTP/1.1 "
"345","450.410357","192.168.31.1","239.255.255.250","SSDP","464","NOTIFY * HTTP/1.1 "
"346","450.410358","192.168.31.1","239.255.255.250","SSDP","425","NOTIFY * HTTP/1.1 "
"347","450.410359","192.168.31.1","239.255.255.250","SSDP","484","NOTIFY * HTTP/1.1 "
"348","450.491843","192.168.31.1","239.255.255.250","SSDP","425","NOTIFY * HTTP/1.1 "
"349","450.491844","192.168.31.1","239.255.255.250","SSDP","488","NOTIFY * HTTP/1.1 "
"350","450.491844","192.168.31.1","239.255.255.250","SSDP","416","NOTIFY * HTTP/1.1 "
"351","480.061732","192.168.31.1","239.255.255.250","SSDP","416","NOTIFY * HTTP/1.1 "
"352","480.061733","192.168.31.1","239.255.255.250","SSDP","488","NOTIFY * HTTP/1.1 "
"353","480.061733","192.168.31.1","239.255.255.250","SSDP","425","NOTIFY * HTTP/1.1 "
"354","480.061734","192.168.31.1","239.255.255.250","SSDP","484","NOTIFY * HTTP/1.1 "
"355","480.061734","192.168.31.1","239.255.255.250","SSDP","425","NOTIFY * HTTP/1.1 "
"356","480.148440","192.168.31.1","239.255.255.250","SSDP","464","NOTIFY * HTTP/1.1 "
"357","480.148441","192.168.31.1","239.255.255.250","SSDP","425","NOTIFY * HTTP/1.1 "
"358","480.148442","192.168.31.1","239.255.255.250","SSDP","496","NOTIFY * HTTP/1.1 "
"359","480.148442","192.168.31.1","239.255.255.250","SSDP","478","NOTIFY * HTTP/1.1 "
"360","480.148442","192.168.31.1","239.255.255.250","SSDP","480","NOTIFY * HTTP/1.1 "
"361","480.250507","192.168.31.1","239.255.255.250","SSDP","480","NOTIFY * HTTP/1.1 "
"362","480.250508","192.168.31.1","239.255.255.250","SSDP","480","NOTIFY * HTTP/1.1 "
"363","480.250508","192.168.31.1","239.255.255.250","SSDP","480","NOTIFY * HTTP/1.1 "
"364","480.250508","192.168.31.1","239.255.255.250","SSDP","478","NOTIFY * HTTP/1.1 "
"365","480.250508","192.168.31.1","239.255.255.250","SSDP","496","NOTIFY * HTTP/1.1 "
"366","480.420871","192.168.31.1","239.255.255.250","SSDP","425","NOTIFY * HTTP/1.1 "
"367","480.420872","192.168.31.1","239.255.255.250","SSDP","464","NOTIFY * HTTP/1.1 "
"368","480.420872","192.168.31.1","239.255.255.250","SSDP","425","NOTIFY * HTTP/1.1 "
"369","480.420874","192.168.31.1","239.255.255.250","SSDP","484","NOTIFY * HTTP/1.1 "
"370","480.420875","192.168.31.1","239.255.255.250","SSDP","425","NOTIFY * HTTP/1.1 "
"371","480.420875","192.168.31.1","239.255.255.250","SSDP","488","NOTIFY * HTTP/1.1 "
"372","510.050180","192.168.31.1","239.255.255.250","SSDP","416","NOTIFY * HTTP/1.1 "
"373","510.050181","192.168.31.1","239.255.255.250","SSDP","488","NOTIFY * HTTP/1.1 "
"374","510.050185","192.168.31.1","239.255.255.250","SSDP","425","NOTIFY * HTTP/1.1 "
"375","510.050185","192.168.31.1","239.255.255.250","SSDP","484","NOTIFY * HTTP/1.1 "
"376","510.135709","192.168.31.1","239.255.255.250","SSDP","464","NOTIFY * HTTP/1.1 "
"377","510.135710","192.168.31.1","239.255.255.250","SSDP","425","NOTIFY * HTTP/1.1 "
"378","510.135710","192.168.31.1","239.255.255.250","SSDP","496","NOTIFY * HTTP/1.1 "
"379","510.135711","192.168.31.1","239.255.255.250","SSDP","478","NOTIFY * HTTP/1.1 "
"380","510.135711","192.168.31.1","239.255.255.250","SSDP","480","NOTIFY * HTTP/1.1 "
"381","510.234097","192.168.31.1","239.255.255.250","SSDP","480","NOTIFY * HTTP/1.1 "
"382","510.423706","192.168.31.1","239.255.255.250","SSDP","480","NOTIFY * HTTP/1.1 "
"383","510.423707","192.168.31.1","239.255.255.250","SSDP","480","NOTIFY * HTTP/1.1 "
"384","510.423707","192.168.31.1","239.255.255.250","SSDP","478","NOTIFY * HTTP/1.1 "
"385","510.423707","192.168.31.1","239.255.255.250","SSDP","496","NOTIFY * HTTP/1.1 "
"386","510.423708","192.168.31.1","239.255.255.250","SSDP","425","NOTIFY * HTTP/1.1 "
"387","510.423708","192.168.31.1","239.255.255.250","SSDP","464","NOTIFY * HTTP/1.1 "
"388","510.469535","192.168.31.1","239.255.255.250","SSDP","425","NOTIFY * HTTP/1.1 "
"389","510.469536","192.168.31.1","239.255.255.250","SSDP","484","NOTIFY * HTTP/1.1 "
"390","510.469536","192.168.31.1","239.255.255.250","SSDP","425","NOTIFY * HTTP/1.1 "
"391","510.469538","192.168.31.1","239.255.255.250","SSDP","488","NOTIFY * HTTP/1.1 "
"392","510.563434","192.168.31.1","239.255.255.250","SSDP","416","NOTIFY * HTTP/1.1 "
"393","540.036114","192.168.31.1","239.255.255.250","SSDP","416","NOTIFY * HTTP/1.1 "
"394","540.036116","192.168.31.1","239.255.255.250","SSDP","488","NOTIFY * HTTP/1.1 "
"395","540.036116","192.168.31.1","239.255.255.250","SSDP","425","NOTIFY * HTTP/1.1 "
"396","540.036120","192.168.31.1","239.255.255.250","SSDP","484","NOTIFY * HTTP/1.1 "
"397","540.036120","192.168.31.1","239.255.255.250","SSDP","425","NOTIFY * HTTP/1.1 "
"398","540.158108","192.168.31.1","239.255.255.250","SSDP","464","NOTIFY * HTTP/1.1 "
"399","540.158109","192.168.31.1","239.255.255.250","SSDP","425","NOTIFY * HTTP/1.1 "
"400","540.158110","192.168.31.1","239.255.255.250","SSDP","496","NOTIFY * HTTP/1.1 "
"401","540.158110","192.168.31.1","239.255.255.250","SSDP","478","NOTIFY * HTTP/1.1 "
"402","540.158111","192.168.31.1","239.255.255.250","SSDP","480","NOTIFY * HTTP/1.1 "
"403","540.232442","192.168.31.1","239.255.255.250","SSDP","480","NOTIFY * HTTP/1.1 "
"404","540.484289","192.168.31.1","239.255.255.250","SSDP","478","NOTIFY * HTTP/1.1 "
"405","540.484290","192.168.31.1","239.255.255.250","SSDP","496","NOTIFY * HTTP/1.1 "
"406","540.484291","192.168.31.1","239.255.255.250","SSDP","484","NOTIFY * HTTP/1.1 "
"407","540.484291","192.168.31.1","239.255.255.250","SSDP","425","NOTIFY * HTTP/1.1 "
"408","540.484291","192.168.31.1","239.255.255.250","SSDP","488","NOTIFY * HTTP/1.1 "
"409","540.588019","192.168.31.1","239.255.255.250","SSDP","416","NOTIFY * HTTP/1.1 "
"410","569.935095","192.168.31.1","239.255.255.250","SSDP","416","NOTIFY * HTTP/1.1 "
"411","569.935095","192.168.31.1","239.255.255.250","SSDP","488","NOTIFY * HTTP/1.1 "
"412","569.935095","192.168.31.1","239.255.255.250","SSDP","425","NOTIFY * HTTP/1.1 "
"413","569.935096","192.168.31.1","239.255.255.250","SSDP","484","NOTIFY * HTTP/1.1 "
"414","570.040279","192.168.31.1","239.255.255.250","SSDP","425","NOTIFY * HTTP/1.1 "
"415","570.040280","192.168.31.1","239.255.255.250","SSDP","464","NOTIFY * HTTP/1.1 "
"416","570.040280","192.168.31.1","239.255.255.250","SSDP","425","NOTIFY * HTTP/1.1 "
"417","570.040280","192.168.31.1","239.255.255.250","SSDP","496","NOTIFY * HTTP/1.1 "
"418","570.040280","192.168.31.1","239.255.255.250","SSDP","478","NOTIFY * HTTP/1.1 "
"419","570.136973","192.168.31.1","239.255.255.250","SSDP","480","NOTIFY * HTTP/1.1 "
"420","570.136974","192.168.31.1","239.255.255.250","SSDP","480","NOTIFY * HTTP/1.1 "
"421","570.267233","192.168.31.1","239.255.255.250","SSDP","480","NOTIFY * HTTP/1.1 "
"422","570.267234","192.168.31.1","239.255.255.250","SSDP","480","NOTIFY * HTTP/1.1 "
"423","570.267235","192.168.31.1","239.255.255.250","SSDP","496","NOTIFY * HTTP/1.1 "
"424","570.267237","192.168.31.1","239.255.255.250","SSDP","425","NOTIFY * HTTP/1.1 "
"425","570.430855","192.168.31.1","239.255.255.250","SSDP","464","NOTIFY * HTTP/1.1 "
"426","570.430856","192.168.31.1","239.255.255.250","SSDP","425","NOTIFY * HTTP/1.1 "
"427","570.430857","192.168.31.1","239.255.255.250","SSDP","484","NOTIFY * HTTP/1.1 "
"428","570.430858","192.168.31.1","239.255.255.250","SSDP","425","NOTIFY * HTTP/1.1 "
"429","570.430858","192.168.31.1","239.255.255.250","SSDP","488","NOTIFY * HTTP/1.1 "
"430","570.430859","192.168.31.1","239.255.255.250","SSDP","416","NOTIFY * HTTP/1.1 "
"431","600.092668","192.168.31.1","239.255.255.250","SSDP","416","NOTIFY * HTTP/1.1 "
"432","600.092670","192.168.31.1","239.255.255.250","SSDP","488","NOTIFY * HTTP/1.1 "
"433","600.092670","192.168.31.1","239.255.255.250","SSDP","425","NOTIFY * HTTP/1.1 "
"434","600.092670","192.168.31.1","239.255.255.250","SSDP","484","NOTIFY * HTTP/1.1 "
"435","600.092671","192.168.31.1","239.255.255.250","SSDP","425","NOTIFY * HTTP/1.1 "
"436","600.228484","192.168.31.1","239.255.255.250","SSDP","464","NOTIFY * HTTP/1.1 "
"437","600.228485","192.168.31.1","239.255.255.250","SSDP","425","NOTIFY * HTTP/1.1 "
"438","600.228485","192.168.31.1","239.255.255.250","SSDP","496","NOTIFY * HTTP/1.1 "
"439","600.228486","192.168.31.1","239.255.255.250","SSDP","478","NOTIFY * HTTP/1.1 "
"440","600.228486","192.168.31.1","239.255.255.250","SSDP","480","NOTIFY * HTTP/1.1 "
"441","600.228486","192.168.31.1","239.255.255.250","SSDP","480","NOTIFY * HTTP/1.1 "
"442","600.334503","192.168.31.1","239.255.255.250","SSDP","480","NOTIFY * HTTP/1.1 "
"443","600.334504","192.168.31.1","239.255.255.250","SSDP","480","NOTIFY * HTTP/1.1 "
"444","600.334504","192.168.31.1","239.255.255.250","SSDP","478","NOTIFY * HTTP/1.1 "
"445","600.334504","192.168.31.1","239.255.255.250","SSDP","496","NOTIFY * HTTP/1.1 "
"446","600.334505","192.168.31.1","239.255.255.250","SSDP","425","NOTIFY * HTTP/1.1 "
"447","600.334505","192.168.31.1","239.255.255.250","SSDP","464","NOTIFY * HTTP/1.1 "
"448","600.357410","192.168.31.1","239.255.255.250","SSDP","425","NOTIFY * HTTP/1.1 "
"449","600.357410","192.168.31.1","239.255.255.250","SSDP","484","NOTIFY * HTTP/1.1 "
"450","600.357411","192.168.31.1","239.255.255.250","SSDP","425","NOTIFY * HTTP/1.1 "
"451","600.439054","192.168.31.1","239.255.255.250","SSDP","488","NOTIFY * HTTP/1.1 "
"452","600.439055","192.168.31.1","239.255.255.250","SSDP","416","NOTIFY * HTTP/1.1 "
"453","630.129223","192.168.31.1","239.255.255.250","SSDP","416","NOTIFY * HTTP/1.1 "
"454","630.129224","192.168.31.1","239.255.255.250","SSDP","488","NOTIFY * HTTP/1.1 "
"455","630.129225","192.168.31.1","239.255.255.250","SSDP","425","NOTIFY * HTTP/1.1 "
"456","630.129225","192.168.31.1","239.255.255.250","SSDP","484","NOTIFY * HTTP/1.1 "
"457","630.129226","192.168.31.1","239.255.255.250","SSDP","425","NOTIFY * HTTP/1.1 "
"458","630.129226","192.168.31.1","239.255.255.250","SSDP","464","NOTIFY * HTTP/1.1 "
"459","630.149742","192.168.31.1","239.255.255.250","SSDP","425","NOTIFY * HTTP/1.1 "
"460","630.149743","192.168.31.1","239.255.255.250","SSDP","496","NOTIFY * HTTP/1.1 "
"461","630.149744","192.168.31.1","239.255.255.250","SSDP","478","NOTIFY * HTTP/1.1 "
"462","630.149747","192.168.31.1","239.255.255.250","SSDP","480","NOTIFY * HTTP/1.1 "
"463","630.306297","192.168.31.1","239.255.255.250","SSDP","480","NOTIFY * HTTP/1.1 "
"464","630.353153","192.168.31.1","239.255.255.250","SSDP","480","NOTIFY * HTTP/1.1 "
"465","630.353153","192.168.31.1","239.255.255.250","SSDP","480","NOTIFY * HTTP/1.1 "
"466","630.353154","192.168.31.1","239.255.255.250","SSDP","478","NOTIFY * HTTP/1.1 "
"467","630.353154","192.168.31.1","239.255.255.250","SSDP","496","NOTIFY * HTTP/1.1 "
"468","630.353155","192.168.31.1","239.255.255.250","SSDP","425","NOTIFY * HTTP/1.1 "
"469","630.517234","192.168.31.1","239.255.255.250","SSDP","464","NOTIFY * HTTP/1.1 "
"470","630.517236","192.168.31.1","239.255.255.250","SSDP","425","NOTIFY * HTTP/1.1 "
"471","630.517239","192.168.31.1","239.255.255.250","SSDP","484","NOTIFY * HTTP/1.1 "
"472","630.517239","192.168.31.1","239.255.255.250","SSDP","425","NOTIFY * HTTP/1.1 "
"473","630.517239","192.168.31.1","239.255.255.250","SSDP","488","NOTIFY * HTTP/1.1 "
"474","630.545856","192.168.31.1","239.255.255.250","SSDP","416","NOTIFY * HTTP/1.1 "
"475","660.051083","192.168.31.1","239.255.255.250","SSDP","416","NOTIFY * HTTP/1.1 "
"476","660.051084","192.168.31.1","239.255.255.250","SSDP","488","NOTIFY * HTTP/1.1 "
"477","660.051084","192.168.31.1","239.255.255.250","SSDP","425","NOTIFY * HTTP/1.1 "
"478","660.051084","192.168.31.1","239.255.255.250","SSDP","484","NOTIFY * HTTP/1.1 "
"479","660.051084","192.168.31.1","239.255.255.250","SSDP","425","NOTIFY * HTTP/1.1 "
"480","660.151978","192.168.31.1","239.255.255.250","SSDP","464","NOTIFY * HTTP/1.1 "
"481","660.151979","192.168.31.1","239.255.255.250","SSDP","425","NOTIFY * HTTP/1.1 "
"482","660.151980","192.168.31.1","239.255.255.250","SSDP","496","NOTIFY * HTTP/1.1 "
"483","660.151980","192.168.31.1","239.255.255.250","SSDP","478","NOTIFY * HTTP/1.1 "
"484","660.151980","192.168.31.1","239.255.255.250","SSDP","480","NOTIFY * HTTP/1.1 "
"485","660.401734","192.168.31.1","239.255.255.250","SSDP","480","NOTIFY * HTTP/1.1 "
"486","660.401735","192.168.31.1","239.255.255.250","SSDP","480","NOTIFY * HTTP/1.1 "
"487","660.401736","192.168.31.1","239.255.255.250","SSDP","478","NOTIFY * HTTP/1.1 "
"488","660.401736","192.168.31.1","239.255.255.250","SSDP","496","NOTIFY * HTTP/1.1 "
"489","660.401736","192.168.31.1","239.255.255.250","SSDP","425","NOTIFY * HTTP/1.1 "
"490","660.479511","192.168.31.1","239.255.255.250","SSDP","464","NOTIFY * HTTP/1.1 "
"491","660.479512","192.168.31.1","239.255.255.250","SSDP","425","NOTIFY * HTTP/1.1 "
"492","660.479513","192.168.31.1","239.255.255.250","SSDP","484","NOTIFY * HTTP/1.1 "
"493","660.479791","192.168.31.1","239.255.255.250","SSDP","425","NOTIFY * HTTP/1.1 "
"494","660.479797","192.168.31.1","239.255.255.250","SSDP","488","NOTIFY * HTTP/1.1 "
"495","660.730442","192.168.31.1","239.255.255.250","SSDP","416","NOTIFY * HTTP/1.1 "
"496","689.945869","192.168.31.1","239.255.255.250","SSDP","416","NOTIFY * HTTP/1.1 "
"497","689.945869","192.168.31.1","239.255.255.250","SSDP","488","NOTIFY * HTTP/1.1 "
"498","689.945870","192.168.31.1","239.255.255.250","SSDP","425","NOTIFY * HTTP/1.1 "
"499","689.945870","192.168.31.1","239.255.255.250","SSDP","484","NOTIFY * HTTP/1.1 "
"500","690.068697","192.168.31.1","239.255.255.250","SSDP","425","NOTIFY * HTTP/1.1 "
"501","690.068698","192.168.31.1","239.255.255.250","SSDP","464","NOTIFY * HTTP/1.1 "
"502","690.068698","192.168.31.1","239.255.255.250","SSDP","425","NOTIFY * HTTP/1.1 "
"503","690.068698","192.168.31.1","239.255.255.250","SSDP","496","NOTIFY * HTTP/1.1 "
"504","690.068698","192.168.31.1","239.255.255.250","SSDP","478","NOTIFY * HTTP/1.1 "
"505","690.154509","192.168.31.1","239.255.255.250","SSDP","480","NOTIFY * HTTP/1.1 "
"506","690.154510","192.168.31.1","239.255.255.250","SSDP","480","NOTIFY * HTTP/1.1 "
"507","690.266537","192.168.31.1","239.255.255.250","SSDP","480","NOTIFY * HTTP/1.1 "
"508","690.266538","192.168.31.1","239.255.255.250","SSDP","480","NOTIFY * HTTP/1.1 "
"509","690.266539","192.168.31.1","239.255.255.250","SSDP","478","NOTIFY * HTTP/1.1 "
"510","690.266539","192.168.31.1","239.255.255.250","SSDP","496","NOTIFY * HTTP/1.1 "
"511","690.266539","192.168.31.1","239.255.255.250","SSDP","425","NOTIFY * HTTP/1.1 "
"512","690.357899","192.168.31.1","239.255.255.250","SSDP","464","NOTIFY * HTTP/1.1 "
"513","690.357900","192.168.31.1","239.255.255.250","SSDP","425","NOTIFY * HTTP/1.1 "
"514","690.357900","192.168.31.1","239.255.255.250","SSDP","484","NOTIFY * HTTP/1.1 "
"515","690.357902","192.168.31.1","239.255.255.250","SSDP","425","NOTIFY * HTTP/1.1 "
"516","690.357902","192.168.31.1","239.255.255.250","SSDP","488","NOTIFY * HTTP/1.1 "
"517","690.486332","192.168.31.1","239.255.255.250","SSDP","416","NOTIFY * HTTP/1.1 "
"518","720.060173","192.168.31.1","239.255.255.250","SSDP","416","NOTIFY * HTTP/1.1 "
"519","720.060174","192.168.31.1","239.255.255.250","SSDP","488","NOTIFY * HTTP/1.1 "
"520","720.060175","192.168.31.1","239.255.255.250","SSDP","425","NOTIFY * HTTP/1.1 "
"521","720.060175","192.168.31.1","239.255.255.250","SSDP","484","NOTIFY * HTTP/1.1 "
"522","720.060176","192.168.31.1","239.255.255.250","SSDP","425","NOTIFY * HTTP/1.1 "
"523","720.209668","192.168.31.1","239.255.255.250","SSDP","464","NOTIFY * HTTP/1.1 "
"524","720.209669","192.168.31.1","239.255.255.250","SSDP","425","NOTIFY * HTTP/1.1 "
"525","720.209670","192.168.31.1","239.255.255.250","SSDP","496","NOTIFY * HTTP/1.1 "
"526","720.209670","192.168.31.1","239.255.255.250","SSDP","478","NOTIFY * HTTP/1.1 "
"527","720.209671","192.168.31.1","239.255.255.250","SSDP","480","NOTIFY * HTTP/1.1 "
"528","720.264810","192.168.31.1","239.255.255.250","SSDP","480","NOTIFY * HTTP/1.1 "
"529","720.264811","192.168.31.1","239.255.255.250","SSDP","480","NOTIFY * HTTP/1.1 "
"530","720.264811","192.168.31.1","239.255.255.250","SSDP","480","NOTIFY * HTTP/1.1 "
"531","720.264811","192.168.31.1","239.255.255.250","SSDP","478","NOTIFY * HTTP/1.1 "
"532","720.264812","192.168.31.1","239.255.255.250","SSDP","496","NOTIFY * HTTP/1.1 "
"533","720.364298","192.168.31.1","239.255.255.250","SSDP","425","NOTIFY * HTTP/1.1 "
"534","720.364299","192.168.31.1","239.255.255.250","SSDP","464","NOTIFY * HTTP/1.1 "
"535","720.364300","192.168.31.1","239.255.255.250","SSDP","425","NOTIFY * HTTP/1.1 "
"536","720.364300","192.168.31.1","239.255.255.250","SSDP","484","NOTIFY * HTTP/1.1 "
"537","720.364300","192.168.31.1","239.255.255.250","SSDP","425","NOTIFY * HTTP/1.1 "
"538","720.477176","192.168.31.1","239.255.255.250","SSDP","488","NOTIFY * HTTP/1.1 "
"539","720.477177","192.168.31.1","239.255.255.250","SSDP","416","NOTIFY * HTTP/1.1 "
"540","750.110124","192.168.31.1","239.255.255.250","SSDP","416","NOTIFY * HTTP/1.1 "
"541","750.110125","192.168.31.1","239.255.255.250","SSDP","488","NOTIFY * HTTP/1.1 "
"542","750.110125","192.168.31.1","239.255.255.250","SSDP","425","NOTIFY * HTTP/1.1 "
"543","750.110126","192.168.31.1","239.255.255.250","SSDP","484","NOTIFY * HTTP/1.1 "
"544","750.110126","192.168.31.1","239.255.255.250","SSDP","425","NOTIFY * HTTP/1.1 "
"545","750.170712","192.168.31.1","239.255.255.250","SSDP","464","NOTIFY * HTTP/1.1 "
"546","750.170713","192.168.31.1","239.255.255.250","SSDP","425","NOTIFY * HTTP/1.1 "
"547","750.170713","192.168.31.1","239.255.255.250","SSDP","496","NOTIFY * HTTP/1.1 "
"548","750.170714","192.168.31.1","239.255.255.250","SSDP","478","NOTIFY * HTTP/1.1 "
"549","750.170714","192.168.31.1","239.255.255.250","SSDP","480","NOTIFY * HTTP/1.1 "
"550","750.268365","192.168.31.1","239.255.255.250","SSDP","480","NOTIFY * HTTP/1.1 "
"551","750.268365","192.168.31.1","239.255.255.250","SSDP","480","NOTIFY * HTTP/1.1 "
"552","750.268366","192.168.31.1","239.255.255.250","SSDP","480","NOTIFY * HTTP/1.1 "
"553","750.268366","192.168.31.1","239.255.255.250","SSDP","478","NOTIFY * HTTP/1.1 "
"554","750.268366","192.168.31.1","239.255.255.250","SSDP","496","NOTIFY * HTTP/1.1 "
"555","750.420223","192.168.31.1","239.255.255.250","SSDP","425","NOTIFY * HTTP/1.1 "
"556","750.420223","192.168.31.1","239.255.255.250","SSDP","464","NOTIFY * HTTP/1.1 "
"557","750.420224","192.168.31.1","239.255.255.250","SSDP","425","NOTIFY * HTTP/1.1 "
"558","750.420224","192.168.31.1","239.255.255.250","SSDP","484","NOTIFY * HTTP/1.1 "
"559","750.420224","192.168.31.1","239.255.255.250","SSDP","425","NOTIFY * HTTP/1.1 "
"560","750.621167","192.168.31.1","239.255.255.250","SSDP","488","NOTIFY * HTTP/1.1 "
"561","780.070172","192.168.31.1","239.255.255.250","SSDP","416","NOTIFY * HTTP/1.1 "
"562","780.070173","192.168.31.1","239.255.255.250","SSDP","488","NOTIFY * HTTP/1.1 "
"563","780.070174","192.168.31.1","239.255.255.250","SSDP","425","NOTIFY * HTTP/1.1 "
"564","780.070174","192.168.31.1","239.255.255.250","SSDP","484","NOTIFY * HTTP/1.1 "
"565","780.070176","192.168.31.1","239.255.255.250","SSDP","425","NOTIFY * HTTP/1.1 "
"566","780.222322","192.168.31.1","239.255.255.250","SSDP","464","NOTIFY * HTTP/1.1 "
"567","780.222323","192.168.31.1","239.255.255.250","SSDP","425","NOTIFY * HTTP/1.1 "
"568","780.222324","192.168.31.1","239.255.255.250","SSDP","496","NOTIFY * HTTP/1.1 "
"569","780.222325","192.168.31.1","239.255.255.250","SSDP","478","NOTIFY * HTTP/1.1 "
